iter	Accuracy	MultiClass
136	0.9157219277	0.6322290917
137	0.9157219277	0.6283495281
138	0.9157219277	0.6249749374
139	0.9163000724	0.6190901736
140	0.9171311555	0.6141461216
141	0.9183316088	0.6113081143
142	0.916922381	0.6070792365
143	0.9188831684	0.601212306
144	0.9235979157	0.5993958735
145	0.924798369	0.5990799304
146	0.922946241	0.5963551859
147	0.9237773241	0.592695295
148	0.9258030891	0.5916050982
149	0.9282963382	0.5868550419
150	0.9301484662	0.5835812551
151	0.9317125183	0.5793346567
152	0.9317125183	0.5787551858
153	0.9325436013	0.5764406126
154	0.9343957293	0.5736094402
155	0.9352268123	0.5699295794
156	0.9366360401	0.5669017066
157	0.935804957	0.5642879486
158	0.935804957	0.5609654076
159	0.9376056371	0.5572416521
160	0.9376056371	0.553277599
161	0.9388060903	0.5497887671
162	0.9369833285	0.5464455165
163	0.9377955989	0.5426502542
164	0.936502803	0.5372716252
165	0.9373338861	0.5336918995
166	0.9369645158	0.5299819112
167	0.9389960522	0.5261976207
168	0.9389960522	0.5229690887
169	0.9416278152	0.5194976836
170	0.9416278152	0.5171188315
171	0.9424588983	0.5137413546
172	0.9424588983	0.5114096661
173	0.9416278152	0.5103689376
174	0.9455114795	0.5071956448
175	0.9455114795	0.5052995259
176	0.9455114795	0.5037419971
177	0.9469520235	0.5030266686
178	0.9455114795	0.5010270527
179	0.9493308482	0.4976233696
180	0.9493308482	0.4970790093
181	0.948961478	0.4951703109
182	0.948961478	0.4918315936
183	0.948961478	0.4905503915
184	0.948961478	0.4888544355
185	0.948961478	0.4855417987
186	0.9500234174	0.4843352686
